absolute_path,size_bytes,sha256_hash
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE seed 01.nb,188489,335532d75bcef44c2b36a97765bd2c6ba6faba71f4f1c0ecb898a2e519112e49
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/SPIE seed 01.nb,188489,335532d75bcef44c2b36a97765bd2c6ba6faba71f4f1c0ecb898a2e519112e49
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/wire/boxed 01.nb,206587,198152ca0abb876f033bba3b0d65bc8a59307b91e440e71a86fab2f34c5ab4ac
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/wire/all flavors 01.nb,208449,b15e7f92fd17a03b16d93a43e1b0158432e4a7a1f946caa7f2f205470c24d652
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/alpha 01.nb,192994,0f4d992df4e4f8fb68849a0e52862771214c75cdb5f5fa7a25b7f252770a7758
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/unboxed 01.nb,214918,a32b541ae120a958d7c511255ff39cfb1d7ee5d1d8a3fdb55b765d89431e9f29
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/deluxe 01.nb,193601,9c4b13dc5a09e30adc32739c00a7ec25349591938d624d937547e400668e64f4
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/deluxe 04.nb,192316,8adb5d5392554c8de1b1234d974f5964aadfacb22ab52fab9a496fedd03dd991
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/deluxe 03.nb,192303,7d41d2179adb72455a22fbc228b102c004425f5a4547314179d3db4c00880384
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/deluxe 02.nb,206587,198152ca0abb876f033bba3b0d65bc8a59307b91e440e71a86fab2f34c5ab4ac
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/alpha 03.nb,194123,a3d4ecc9bdb448a34d5a8bdb652d9467004dce08123ba6cb640358e8b31bd4a7
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/scratch.nb,20132,4fee20796ca8f59bc0283faf525c810d927b2564b201ceb151647c0f5cbf62fd
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/alpha 02.nb,194423,0bc73a93dfb139da6c07019042c845c684444ee25b2f135ca72b8c1cc5b62d54
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/3d/solid/altitude/unboxed 02.nb,192126,cf4cee9465aca9b0feba3ca21549e755af7d305b29bf694a23509980725463ea
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/colored/contours 01.nb,215453,5233046488f36bc5bdc6cfa5f6f4937d0cd9812201a4fb4d112cc3e60bde264a
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/b&w/contours 01.nb,191549,eea65a3933612e22084632d08ea3ab66ba65dac823a918f03ab104eefe48704f
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/zero/zeros 01.nb,194214,1a5f6926a9fd2e4dc17773123f0fb34bced3b8a08546faf5936f290da6c18863
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/zero/experimental 02.nb,208484,46ebd55650975ac82ecd084399773deff45012a45f5c82c7dd3402dcfb4246da
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/zero/rapid 01.nb,329974,5fe6722fb8fdffcf9e5545ff26942defb46e1bac114e1c186ca721dc2e5745b0
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/zero/zeros 02.nb,232869,9ac4cbf0ca5d3f1f608b42043676bd0b33c65fc7eab098f54078c1d7c30751fa
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/images/2d/contour/zero/experimental 01.nb,206748,082c6dcd5c22b9ec0432f07139b0b2833aaac93e2667a1ee90bf5b04268555db
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/complex/resolve/resolve 02.nb,231024,c7abc7024b4dc5842559fe05a27c855732b00819d01f084288b3bfffa67a0dc5
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/derivatives/x deriv 01.nb,194315,bd59b8e978cdc01300d64db4a6001aadf0a6b43c7b510c34656cf1e9ade60dcb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/radial/radial 04.nb,228366,b8934f71fb0d8e5919f2f7340d2035876463e2a272426f021bdf0c5ca631ad16
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/radial/radial 01.nb,202473,60c9e5e559779947585d9196d82fdeb1b439aa9162bc675ae2849ab32230ceb9
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/radial/radial 05.nb,284958,dd1972a1118f5b8c05d5f2709f855b1744d4cec1f19c275a77d6f54d40530fb8
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/radial/radial 02.nb,223303,8bcd7d38f0319ef3a9353c932e219a61e04ae878190deeefc0bdb9b9e0865ce1
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/radial/radial 03.nb,486466,8abf19d5b0a0124856cfe7893274537c09f90e63d46706c43a2d8a5f52a3cdce
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/zeros/nodal/nodal 01.nb,313072,dfe853668f7d98efbd3cda70ced816e2722d51e7664b49ffb553dba3d128954f
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/shapes/cone/celer 01.nb,220794,0969579684ceef2ff30b288ea31e2ebc39ab71e50dc460d9a4917ccc23b8ef22
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/complex/basics 01.nb,203592,af07817506d271233aba7ac8f5e6d0dbd975e88b84765a7a28d551e0d43f8d82
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/complex/z 01.nb,193127,bcf660b72f2260e777b75454d1f6201db68fa961b81a33817d4213131bd07965
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/complex/polar 01.nb,195134,3ca63a2991db572ccc4ce14a159ea7b5c38821fc37d24289233e6e6a7975c01b
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/complex/z decomp 01.nb,190054,a125367fd19872ab714bd43460f341a1e0887590ac05bde6ab8a4c8f496209eb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/complex/z decomp 02.nb,197986,bc075ca6a90858665ffb958bc4f694cddd4710cd632b8506ab652563791ca3ed
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/complex/z 02.nb,190054,a125367fd19872ab714bd43460f341a1e0887590ac05bde6ab8a4c8f496209eb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/summations/powers 02.nb,846837,57df4afaef0cd317d060dc2ba81e3556d24fabc5249e08bf7bc4d5d1e649ab17
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/summations/powers 03.nb,846602,186705377b470a1839d5b0933c2d314ad9300a0e07345c6d2fe3c48028a5138a
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE-01/functions/summations/powers 01.nb,216775,9c26882185f556f99703bd981138ee37a8f8bf198fe228fac633b556e0b31427
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE seed.nb,189636,eaa2ff43c859c5d1d7f3a474b68d159c1ce5e0dbf6428cabb5598e60cd2e23e8
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/2d polynomials/contour dev 04.nb,631838,624b1bd531e4fe56ebe3a3013dcea1100298eac676fddb1e8b2d3cdc3e1c80e9
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/2d polynomials/contour dev 01.nb,192219,a561a8b8a2eda8d0b9813b66c77bcb199c1a76ea6a78f043a09ed3af67556365
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/2d polynomials/contour dev 02.nb,204256,e02f6573c5b42d18b2425f13b613fd903a6dc58721ed5e4ba36b4f9509593f55
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/2d polynomials/contour dev 03.nb,479844,ce86cbb3ca0a06c41fd06b376e6749e9d025346ff11622d5184a1359782f6718
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/alpha 01.nb,191652,88b79bb0472415ced2fa16d2587ba2a5dbb7bf21648ad8d4f9e45bb4c0a325ae
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/crank 02.nb,194768,1c95d215a44b4359fe09040f8d7434abfb7348a20e70aab845cdf8c74ad918cb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/res 01.nb,205541,194e26766eb64f1629b2f77da15b2ce0becb158bbeeac8be100c62b58bec42df
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/res 02.nb,206508,88c82d407286f64be3914bb15d00977f37f07517e8124c583398b566430aafa6
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/alpha 03.nb,193609,03a0ba30c88b4a330216843621c6a6fde528e456be898020f632dae140afe4ab
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/alpha 02.nb,193609,03a0ba30c88b4a330216843621c6a6fde528e456be898020f632dae140afe4ab
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/polar/crank 01.nb,208127,0fa018f38819f825c4eef40a9b3d24fae8d262e51c6b7188fb0f1a8479bfd6cb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/foundation 01.nb,195337,f12c9d65f69623b78e5324f77b49f2a9b0c5733ce5e736617fc1b31dd7b17c87
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/3d polynomials/wire/foundation 02.nb,195337,f12c9d65f69623b78e5324f77b49f2a9b0c5733ce5e736617fc1b31dd7b17c87
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/complex/CR/cr 01.nb,330384,3a904dfe344a1aad183e41d69ea255dae8e9b50a5ca7c1beb87b5adc5c988b77
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/3d/wire/crank 02.nb,206433,d87c198d634dc727e1dccd71b27dca65ff1694f042e7ed8246075ffbe27007eb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/3d/wire/crank 03.nb,206433,d87c198d634dc727e1dccd71b27dca65ff1694f042e7ed8246075ffbe27007eb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/3d/wire/crank 04.nb,210148,7b3b60da8d7fb94eb45b223a35e129c68fac148241f8ab257beb5f82fbfa9b09
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/3d/wire/crank 01.nb,201501,df39ad7eed265ff218c856d3fdbbe5f9fedcce3106692a9456690d18f8125dc4
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/3d/wire/crank 04 del.nb,211968,eac7524a719f537255ed5b94db11262d10341fb3cfb8c6a508603c9995dbc6d8
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf 3d 01.nb,196085,f04a0d80ac388d6e90a59026d1e0a200c7ad91e6e4e1bb40c8ee1fde72bf8e25
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf res 03x.nb,212973,882374ce26a728a03298605475bc23c27882e59a1b290398d11e62d282a50643
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf res 01.nb,200991,49ed334427ef500bd3ee8b3d3dea303818781d62b9132993d58eb4b183cf26c7
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf 01.nb,194507,ddf7c4cb346b61bb9278e48ec6303d6865cc5afa1964020a3a77796d8cf794fb
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf 02.nb,201065,a23b5fb80b40e08d018d382f306036881d6892093523ca397447c502838ebb83
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf res 03.nb,218004,ce451c2854c8d75f21da10b0d680e5615923b8c0bd006a83f1682676f64baaf3
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf res 02.nb,204464,2c7aff5acb3c69e9671fd5a460b6a0e69cd1c4eae719e3489e21baca00dac866
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/recursion/Bhatia & Wolf 03.nb,201066,d30dc3ae3fbe94ea397c88dc7546c0d4e70ec4b8284c51cd3d199926d45ae559
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contours 04.nb,635616,292edc8b36bc1f8b15faa748ae02d44a862f19a750e125d92882e5693630a89b
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contour dev 04.nb,212500,3f05369148aa5c645c11f8fa4a4749f5b5e872e8d4c87108ba2e0d1328ad8a4f
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contours 01.nb,212494,ff42d28824cacc00e5f12987e4ecdae2211945b3ef62de06dd715ce2be903d54
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contour dev 01.nb,565060,f86c0c80822f397e5f24b6a07ca734f48de179d7ca944dba2ed213e4972baf62
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contours 02.nb,683892,139ad1632e5fdb2bd1b19c1e54ab00d5d99b490ee5490fd9e09c571393216974
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contour dev 02.nb,286297,38ca8b7e40ac42e5beb6fa3976cf90bd1a58062b6b624ba2c670d80be49b1782
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contours 03.nb,631394,e56400747679fce5d12671eef36686ef14132bfce45205d52595c54f28a21bea
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contour dev 03.nb,291837,3124f638e05edaaa7725e8e8259d929cec0b42dd8961acf5ff7d00c46eb313dd
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Bhatia & Wolf/2d/contours 02 exp.nb,630268,abd1d2db24bc5d4e2e358eff10fdbaf3400288593ebfbeed54f4dfe1dfcfd480
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Didon/Didon 01.nb,189709,fac589fe80acc0e6f5e40a9a9d9a6ba009731881825cc9170a5377baac04cbb6
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Legendre/GS 01.nb,195287,ae006ce0e92a4bbf9bc7f06ffa1779edd973c96a2c79496d3e479f105a765028
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Zernike/Zernike 03.nb,198522,3b559d92c3cf3251988db7d48c218d918289779c8463ccbda8090ab696acbc7a
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Zernike/Zernike 02.nb,197950,f6397acb69a2a72b7bbeaa215a901d7843ac8866fccf7499a506248d550e2869
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Zernike/Zernike 01.nb,197950,f6397acb69a2a72b7bbeaa215a901d7843ac8866fccf7499a506248d550e2869
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/disk polynomials/Zernike/Zernike 04.nb,202034,710aa4d02562e16c033e1db70923e673882e5d54a495849252d91dea0fecaabd
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/SPIE seed.nb,189636,eaa2ff43c859c5d1d7f3a474b68d159c1ce5e0dbf6428cabb5598e60cd2e23e8
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/packages/admin.nb,5980,54b79499c0a345714cd3bfacf82f6cc2a6bf94c6a5a997f1d68b18d4fb07b579
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/packages/plot modules.nb,13247,5576602f7687806b4536cd2498e14e7693d075bbcbf96a0f7c09e5fbc4e40f65
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/Hilbert/derivatives/load matrix 02.nb,264984,663a6577174d2c0125e3a1e8ce9ae7cf0973ed9e3badecbb53228a7e970f60d3
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/Hilbert/derivatives/load matrix 01.nb,264807,af0e1d71a6befe2ab01d339249d0d36417f87e300f8a38aa53ccc23a4c227c78
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/text/polar/polar 04.nb,193625,91485506de9b107f38f946a37982206c0b7656bdb15112deca3f4e09f558bf63
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/text/polar/polar 01.nb,192806,7324f8d9d19b3d4cace493caee4e322a51d6b6818ededbf4906106fef2daaae3
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/text/polar/polar 02.nb,207156,47f33f53e66fc09eea4aa9cd87da4b0c6f3d3325d72189fb3158ee32a0e59a27
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/text/polar/polar 03.nb,198511,eb25f7e5891b038fbbbfd753be1c6ccb7099d498b818fdae0128943b07d4984f
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/alpha 01.nb,196079,e23b9281613cfde12e11eff06fb5282bc0b6767b58e24aabcab3075e35b7a5e2
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle 05.nb,236212,99c7a7c8cb0ecc68afc7bbd9d4d92f2c47f88cfd04607aeb5228123c5eba06ef
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle 01.nb,195631,594f96b58c97c8c9669c38eecf174f45bab55b9eccd038cbb17c6ef4a75c6f63
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle 04.nb,199607,4a16a491d934145b83eb6ea28c6a3ae13cd8490824d4275c844857b707958394
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle/Taylor 02.nb,193329,f021516483bb0ee37840ef9b8671262e64386d6fab69216699d69e3d64319844
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle/Taylor 01.nb,193329,f021516483bb0ee37840ef9b8671262e64386d6fab69216699d69e3d64319844
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle/Fourier 01.nb,194791,a94cb9e9e8fb0562c8b0ada1473d53dbb609178bc681e335fd74986dd1ee086c
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle/circle 06.nb,236215,d84d7a1501a797050b9983badfd3eeccc92350e5f305b9b668ad201fcbd52036
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle 03.nb,214217,825b4ac2e410c1943ef8074e1be7c283d8096b2535bbfe619ed204a255f0c5e8
/Users/dantopa/Dropbox/sharing/mySPIE/SPIE/LSF/special shapes/ideal/circle 02.nb,210304,9fed11d00e5f789cca7d9ca586280f78291030834df4f5fe9e65391f5d3dc1f8
/Users/dantopa/Dropbox/sharing/A builder tinker 01.nb,158641,28f3f27703e10fb1cda276ad39797e9d2ed8dec67a3ed257f9f2ad8f394f6f1a
/Users/dantopa/Dropbox/sharing/Southwell plots.nb,289531,32b87d8678f45b0d05135337a6e1edbdabb1c3049a18a1d525a4cd2284d2fe6e
/Users/dantopa/Dropbox/sharing/COM 05.nb,7520351,70752f06b411f44f4d399c6545655dc9c0ed5a8e3457ead14ea314d979df799d
/Users/dantopa/Dropbox/sharing/Southwell plots 02.nb,323879,39cb51ee18e1d062f89c665d06dd49af4cacfe2bc28f0c553dfa23ac5c0eface
/Users/dantopa/Dropbox/sharing/CEIS/NIF image 02.nb,8571460,1f5de19ed9a1a49e08104d7ddbcd7e54dc24a14509bbd438863cb4760b5d339c
/Users/dantopa/Dropbox/sharing/CEIS/NIF/basics 01.nb,157389,8860ccf02c24391aebc5379e101e17ba9eacd2b26ae30a830164b324ab919702
/Users/dantopa/Dropbox/sharing/CEIS/NIF/basics 05.nb,148946,89aeea707e47149889dfd0c83a3742a23198872e75167c0e902e93f47160db96
/Users/dantopa/Dropbox/sharing/CEIS/NIF/basics.nb,156704,c724a63079702e59a47aae994672d0d1f77aa17d8ddbfcf46721f793e9c5cbd9
/Users/dantopa/Dropbox/sharing/CEIS/NIF/reader 03.nb,219177,65a581bed1b53c9f39900906d20e044ba9e3a59c3ae8c10c20a2409c0d64969a
/Users/dantopa/Dropbox/sharing/CEIS/NIF/basics 04.nb,148959,b478ed2f143e7049d57efad9d585b96385ed99715a6e386302b6da9d5c6c7816
/Users/dantopa/Dropbox/sharing/CEIS/NIF/reader 02.nb,4605045,0438e4b2eb96a29f2ff29dd37660c01acf0e8c3abad89773dad67adf120fea93
/Users/dantopa/Dropbox/sharing/CEIS/NIF/NIF image 01.nb,3336307,a3088f81b0e97ef3af5b9707f5c2c716edd1bd8d14dc3a1d8c08d8045250c6ab
/Users/dantopa/Dropbox/sharing/CEIS/NIF/integrals 01.nb,150806,dc389e947b1b293ad80015b1f9a5b2738b8e35cd48e892ad3f52cdbb8872f5e7
/Users/dantopa/Dropbox/sharing/CEIS/NIF/dark 01.nb,200593,dc4dc3b57ac665753ab3db159409ec9d3f7712a416279a7eb546530a6ed4b220
/Users/dantopa/Dropbox/sharing/CEIS/NIF/dark 02.nb,3649351,c84f03d849e7b1252158c0e76e78c8e50214924553c212fbdf99cd7adc972f76
/Users/dantopa/Dropbox/sharing/CEIS/NIF/NIF image 02.nb,8571460,1f5de19ed9a1a49e08104d7ddbcd7e54dc24a14509bbd438863cb4760b5d339c
/Users/dantopa/Dropbox/sharing/CEIS/NIF/reader 01.nb,3649351,c84f03d849e7b1252158c0e76e78c8e50214924553c212fbdf99cd7adc972f76
/Users/dantopa/Dropbox/sharing/CEIS/NIF/basics 03.nb,178538,8ff6991f9275b93d676a1d6d19e8e0858ad24570acda64839775147c92f7189c
/Users/dantopa/Dropbox/sharing/CEIS/NIF/details 01.nb,409378,c2c85614ac3aaefb5d9446fefe37ddfa7132cd9fee52ae966ccdd021d40f1d1a
/Users/dantopa/Dropbox/sharing/CEIS/NIF/basics 02.nb,153804,9aea97dd7689827d0f08736f0864a0e6f6e439fef7678f84ac83d2c0e1dc2e53
/Users/dantopa/Dropbox/sharing/CEIS/NIF/corrected/analysis 02.nb,3701848,3eb80f9aad9632d8ef7dcc56d477a852b5a88bc5524f24c63b5c0f4c42f69567
/Users/dantopa/Dropbox/sharing/CEIS/NIF/corrected/analysis 03.nb,1796557,2f8d18ea3a9a37ebe4f852e8d318f10a921485f4c10704d0345ccf318b337eba
/Users/dantopa/Dropbox/sharing/CEIS/NIF/corrected/dark count 07.nb,14891267,757b92cedcd53d09006152e00ce1f85201d1958e7785b18f234c37752000ca2a
/Users/dantopa/Dropbox/sharing/CEIS/NIF/corrected/analysis 04.nb,1796253,966106c595fa1a2b1b39bf9aff3bc37280b47cc0372674ae3414840b3382348c
/Users/dantopa/Dropbox/sharing/WFSI projects/Galileo/animate 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/Galileo/color maps/color 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/Galileo/color maps/color 022.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/calendar/calendar  color 02.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/calibration/bullseye.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/COAS/colors.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/COAS/COAS schematic 07.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/COAS/color map 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/Sunrise/calc 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/OPD/boundary 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/OPD/averaging 02.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/focal spots/basics 20.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/focal spots/dvb gen 06.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/focal spots/basics 02.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/diagram jpeg 00.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/bvf gen 02.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/cameras/Cohu_6600.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/cameras/Cohu_2122.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/cameras/Cohu 2100.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/diagram 02.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/Crash-2d/cases 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/microoptics/bar chart 01.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
/Users/dantopa/Dropbox/sharing/WFSI projects/modeling/COM/array 06.nb,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
